-23.5592549	-46.6707916
-23.5577989	-46.6698598
-23.556985	-46.668067
-23.5847819	-46.6507808
-23.4761092	-46.6983834
-22.8914655	-48.4963416
-22.3303361	-49.0768236
-23.8429362	-46.1396987
-21.7410705	-48.1220018
-23.4814904	-46.6724863
-23.5649363	-46.7405751
-23.4925928	-46.3890304
-23.5967339	-46.6358568
-23.5525245	-46.4051442
-23.6286844	-46.7932558
-23.5430237	-46.5022609
-23.5331594	-46.5663499
-23.6709183	-46.5331357
-23.5558033	-46.6675382
-23.7006555	-46.8479094
-22.8269585	-47.064116
-20.8068316	-49.3597824
-21.7938684	-48.1788363
-23.5322852	-46.7773055
-23.6580032	-45.4402677
-22.333805	-49.059927
-23.4846001	-46.6303924
-23.691791	-46.5870133
-23.5092915	-47.4582901
-23.9514129	-46.322084
-23.5843411	-46.6115764
-24.1807027	-46.7836782
-23.0181824	-48.0114406
-23.7060399	-46.7419224
-23.5086988	-46.6194592
-23.0215727	-45.5563493
-23.5423452	-46.3195298
-23.4442178	-46.717927
-23.5966745	-46.654271
-23.6922652	-46.7753925
-23.5651288	-46.7197047
-23.7157353	-46.5547533
-23.8232741	-46.7263557
-23.6485923	-46.7489713
-21.9920736	-47.8871436
-23.5671603	-46.6390803
-23.5222301	-46.5633428
-22.741778	-47.3086022
-23.6488782	-46.8474597
-23.1803902	-45.8539669
-22.3332858	-49.058376
-22.6601936	-50.4101121
-22.7026202	-46.9953435
-23.4840344	-46.6309028
-23.5519615	-46.5851953
-21.7401452	-48.1216976
-20.8281507	-49.3976094
-21.1623	-47.85281
-23.6533315	-46.6456841
-23.56501697	-46.74058472
-23.5094498	-47.4582552
-22.1325898	-51.4075387
-22.7614269	-47.5837788
-21.78588	-48.1595602
-23.5944235	-46.4871575
-23.2704814	-47.2952924
-23.70571	-46.415479
-23.6654448	-46.5275266
-23.5560378	-46.6681363
-23.6726807	-46.4503833
-23.71395618	-46.5445669
-23.5844809	-46.7388583
-23.5310929	-46.4445184
-23.524854	-46.7717743
-23.485263	-46.6951351
-22.338597	-49.0280905
-23.535934	-46.588712
-23.6111145	-46.4928113
-23.7331192	-46.5783693
-23.5719286	-46.5902981
-23.5242624	-46.7014101
-23.5602284	-46.6473812
-23.4995673	-46.4725333
-23.5929081	-46.5607168
-23.480387	-46.6710109
-23.4765524	-46.6980559
-23.5971845	-46.4036324
-22.780459	-47.2997463
-23.6495959	-47.2177168
-22.2270936	-49.9357618
-23.6574907	-46.653641
-20.79005952	-49.41341393
-23.963225	-46.319539
-23.5105593	-46.1947095
-22.5385257	-44.7728791
-23.3666969	-46.7504909
-23.1824286	-46.8899581
-23.0293743	-45.5668312
-21.6366247	-49.7737651
-20.9346763	-48.496481
-23.2378264	-45.9089279
-22.9161093	-47.0685528
-23.5377675	-46.942674
-22.7431278	-45.6249349
-23.6811512	-46.6764103
-23.4650605	-46.5504633
-23.5381846	-46.3585281
-23.2840205	-46.746945
-23.4496563	-46.4951351
-23.64047	-46.8098752
-23.3392751	-46.730165
-23.3923472	-46.3147257
-22.8851877	-47.1955618
-23.9499347	-46.4597761
-23.4424474	-46.925027
-23.4668962	-46.532249
-22.4317804	-46.8268682
-23.5445016	-47.4495676
-23.4117193	-46.8250973
-23.5340765	-46.830433
-23.706527	-46.6088
-23.2091054	-46.7725541
-22.7697161	-47.1494645
-22.3785837	-46.9410878
-22.816655	-47.2416309
-23.4723131	-46.3454386
-24.0047055	-46.4188652
-23.6554039	-46.7058112
-23.6089653	-46.9205267
-23.6860757	-46.617227
-21.2077	-47.8291
-23.5407248	-46.8812915
-23.6177855	-46.5564425
-23.7328552	-46.5788729
-23.5412881	-46.2211474
-23.4859399	-46.7243104
-22.9626824	-47.1354015
-23.4846622	-46.7275442
-23.1744952	-47.052251
-23.6438548	-46.62787
-23.2385487	-45.9075824
-23.4406198	-46.409925
-22.2496758	-47.8224301
-21.1249339	-51.1035001
-24.2259552	-48.7677591
-23.2121398	-46.8308006
-23.3872554	-48.726758
-23.8232253	-45.3785929
-20.004784	-50.3708093
-23.6545388	-46.5732095
-22.5299123	-52.9497358
-22.1183827	-48.3190069
-23.7291384	-46.6907081
-23.5881481	-46.5144633
-23.6496783	-46.7043292
-23.5827676	-46.6674764
-23.4971439	-46.4399994
-24.5299547	-47.8557355
-23.609875	-46.5137781
-23.4926707	-46.6468448
-23.706896	-46.7019715
-23.5829178	-46.2447432
-23.5882419	-46.6383373
-22.0633867	-46.9812928
-24.717247	-47.8792765
-22.1420094	-51.3995789
-23.4691884	-46.6187741
-23.6225601	-46.5633085
-23.3366172	-46.7297178
-23.3340445	-46.7279502
-23.5927921	-46.7109261
-23.5779741	-46.7647826
-22.87933786	-46.7878176
-23.496963	-46.8721432
-23.9433542	-46.3773884
-23.4524871	-46.5161965
-23.9433188	-46.377509
-21.9566573	-47.99539388
-22.7448683	-46.9174829
-24.3193033	-47.0030388
-22.9282024	-48.4614007
-21.778942	-47.019869
-22.6598932	-51.0791495
-21.71547736	-47.49282541
-23.5070387	-46.7880818
-23.71102619	-46.84884791
-23.3837306	-47.3374221
-23.9501403	-46.2913027
-21.0892375	-47.1508925
-24.09064079	-46.61349188
-21.54195	-49.8607662
-23.6324087	-46.7355277
-22.3339012	-49.0653037
-22.3245419	-48.9826512
-23.607451	-46.595777
-22.84698107	-47.6082079
-21.2127249	-47.6004986
-23.6350871	-46.4996216
-23.1611237	-46.3941002
-22.4107652	-47.5596215
-22.8036913	-45.1859219
-21.5811243	-50.1637666
-23.190993	-47.3116306
-20.6884163	-48.4162196
-21.1228628	-47.791553
-23.9643352	-46.3873192
-23.9573681	-46.3698131
-22.3288635	-49.1008054
-23.6588207	-46.8062886
-22.7451994	-46.9174904
-22.5786213	-47.165323
-23.4573537	-46.9296406
-22.9253017	-47.0269951
-23.864518	-49.137551
-23.6434969	-47.5766158
-23.2728059	-47.2914664
-20.9492862	-48.4948017
